http://www.wikidata.org/entity/Q1625012	Romenay estas franca komunumo lokita en la departemento Haute-Vienne kaj en la regiono Burgonjo.
http://www.wikidata.org/entity/Q652852	Kreien estas komunumo en Germanio.
http://www.wikidata.org/entity/Q552631	Bodenrode-Westhausen estas komunumo en Germanio.
http://www.wikidata.org/entity/Q271225	Sassello estas komunumo de Italio.
http://www.wikidata.org/entity/Q642628	Kappel estas komunumo en Germanio.
http://www.wikidata.org/entity/Q503633	Sulzbach-Rosenberg estas komunumo en Germanio.
http://www.wikidata.org/entity/Q1006081	Drobin estas urbo en Grandpollando en Pollando.
http://www.wikidata.org/entity/Q25761	La Ordinara tadorno (Tadorno (manka vorto)) estas specio de birdo de la familio de Ikteredoj kaj de ties tipa genro nome Tadorno kiu enhavas speciojn kiuj montras flavajn kaj nigrajn kolorojn.
http://www.wikidata.org/entity/Q495745	Dannenberg estas komunumo en Germanio.
http://www.wikidata.org/entity/Q703487	Hoym estas komunumo en Germanio.
http://www.wikidata.org/entity/Q2534329	Kalitrikaloj estas ordo de birdoj de la familio de Asteridae.
http://www.wikidata.org/entity/Q110680	Kantono Dallas (Iovao) estas unu el la (manka nombro) kantonoj de la usona subŝtato Iovao (Iowa).
http://www.wikidata.org/entity/Q1795639	Ibiúna estas municipo de la brazila subŝtato San-Paŭlio, kiu taksis (manka nombro) enloĝantojn en (jaro).
http://www.wikidata.org/entity/Q3850610	Frontera estas unu el la (manka nombro) komunumoj de la meksika subŝtato Chihuahua, kiu situas en norda Meksiko kun limo al Usono.
http://www.wikidata.org/entity/Q188166	La Provinco Adrar estas unu el (manka nombro) administraj unuoj, kiuj konsistigas la (manka vorto) Provinco Adrar.
http://www.wikidata.org/entity/Q458406	La regiono Mara estas unu el la (manka nombro) kantonoj de la ŝtato.
http://www.wikidata.org/entity/Q1750269	Nova Pádua estas municipo en la brazila subŝtato Suda Rio-Grando, kiu havis (manka nombro) loĝantojn en (jaro).
http://www.wikidata.org/entity/Q3846862	Santa María del Río estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto), kiu situas en norda Meksiko kun limo al Usono.
http://www.wikidata.org/entity/Q61386	Wolfgang TIEFENSEE (naskiĝinta la (manka nombro) - an de januaro (jaro) en Gera) estas germana politikisto.
http://www.wikidata.org/entity/Q9782	Schinnen [(manka vorto)] estas komunumo en la nederlanda provinco Suda Holando.
http://www.wikidata.org/entity/Q18032	Hirokeno estas neregula satelito de Saturno, ano de la norda grupo.
http://www.wikidata.org/entity/Q1018332	Sáta [(manka vorto)] estas malgranda vilaĝo en Hungario, en regiono Norda Hungario, en departemento Borsod-Abaúj-Zemplén, en subregiono de Borsod-Abaúj-Zemplén.
http://www.wikidata.org/entity/Q184288	Zederik estas komunumo en la nederlanda provinco Zuid-Holland.
http://www.wikidata.org/entity/Q3846423	Viesca estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto), kiu situas en norda Meksiko (sed sen limo al Usono).
http://www.wikidata.org/entity/Q5056401	Cecilia estas argentina filmo aperinta en (jaro).
http://www.wikidata.org/entity/Q491556	Kantono Laurens (angle (manka vorto) County) estas kantono de la usona ŝtato Georgio.
http://www.wikidata.org/entity/Q1089360	Rábaszentmihály ((manka vorto)) estas malgranda vilaĝo en Hungario en regiono okcidenta Transdanubio, en departemento Győr-Moson-Sopron, en subregiono de Csorna.
http://www.wikidata.org/entity/Q567188	Desloch estas komunumo en Germanio.
http://www.wikidata.org/entity/Q567994	Georgenthal estas komunumo en Germanio.
http://www.wikidata.org/entity/Q250742	Dammartin-en-Goële [(manka vorto)] estas franca komunumo en la departemento Seine-et-Marne, en la regiono Francilio.
http://www.wikidata.org/entity/Q71036	Rechenberg-Bienenmühle estas komunumo en Germanio.
http://www.wikidata.org/entity/Q386350	Masullas estas komunumo de Italio.
http://www.wikidata.org/entity/Q628715	Hajmás [(manka vorto)] estas malgranda vilaĝo en Hungario, en regiono Suda Transdanubio, en departemento Somogy, en subregiono de Kaposvár.
http://www.wikidata.org/entity/Q18090	Netro estas komunumo de Italio.
http://www.wikidata.org/entity/Q1045888	Carstensz-piramido aŭ (manka vorto) estas la plej alta monto en la mondo.
http://www.wikidata.org/entity/Q557401	Hämelhausen estas komunumo en Germanio.
http://www.wikidata.org/entity/Q270977	Onzo estas komunumo de Italio.
http://www.wikidata.org/entity/Q82372	Kirchberg an der Jagst estas komunumo en Germanio.
http://www.wikidata.org/entity/Q525931	Burgsalach estas komunumo en Germanio.
http://www.wikidata.org/entity/Q786140	Pedreira estas municipo de la brazila subŝtato San-Paŭlio, kiu taksis (manka nombro) enloĝantojn en (jaro).
http://www.wikidata.org/entity/Q431148	Caltabellotta estas komunumo de Italio.
http://www.wikidata.org/entity/Q53838	Belvedere Marittimo estas komunumo de Italio.
http://www.wikidata.org/entity/Q546124	Kayhude estas komunumo en Germanio.
http://www.wikidata.org/entity/Q180865	La Universitato de Toronto (angle: University University of (manka vorto)) estas kanada universitato en Kanado.
http://www.wikidata.org/entity/Q238645	Departemento Gvajnio estas unu el la (manka nombro) distriktoj de la provinco.
http://www.wikidata.org/entity/Q177325	Reserva estas municipo de la brazila subŝtato Paranao, kiu taksis (manka nombro) enloĝantojn en (jaro).
http://www.wikidata.org/entity/Q512905	Biebelried estas komunumo en Germanio.
http://www.wikidata.org/entity/Q1641724	Pelahustán estas municipo de Hispanio, en la Provinco de Toledo, regiono de Kastilio-Manĉo.
http://www.wikidata.org/entity/Q644024	La Ĉinandego estas unu el la (manka nombro) distriktoj de la lando.
http://www.wikidata.org/entity/Q733513	La Châtelaine (prononcu:" (manka vorto) ") estas franca komunumo, en departemento Jura kaj en regiono Burgonjo-Franĉkonteo.
http://www.wikidata.org/entity/Q131128	Braunau am Inn [(manka vorto)] estas urbo en la federacia lando Aŭstrio de Aŭstrio.
http://www.wikidata.org/entity/Q455368	Amt Brüssow estas komunumaro en Germanio.
http://www.wikidata.org/entity/Q505729	Hemmoor estas komunumo en Germanio.
http://www.wikidata.org/entity/Q1786644	Campina das Missões estas municipo en la brazila subŝtato Suda Rio-Grando, kiu havis (manka nombro) loĝantojn en (jaro).
http://www.wikidata.org/entity/Q46951	Cavarzere estas komunumo de Italio.
http://www.wikidata.org/entity/Q1518375	The Penguin Guide to Jazz estas romano de Brian Morton.
http://www.wikidata.org/entity/Q159548	Ingelheim estas urba komunumo en Germanio.
http://www.wikidata.org/entity/Q57947	Nantong [(manka vorto)] estas urbo en Ĉina Popola Respubliko, la plej granda urbo de \u011Cjangsuo.
http://www.wikidata.org/entity/Q1129643	Levél estas malgranda vilaĝo en Hungario, en regiono Okcidenta Transdanubio, en departemento Zala, en subregiono de (manka vorto).
http://www.wikidata.org/entity/Q680903	Hausen estas komunumo en Germanio.
http://www.wikidata.org/entity/Q784599	Veuxhaulles-sur-Aube estas franca komunumo situanta en departemento Côte-d'Or kaj en regiono Burgonjo-Franĉkonteo.
http://www.wikidata.org/entity/Q587616	4626 Plisetskaya estas malbone konata asteroido de la asteroida zono, malkovrita la (manka nombro) - an de decembro (jaro) de la ukraina astronomino Ljudmila Vasilievna Ĵuravljova elde la Krimea astrofizika observatorio de Nauĉno en Ukrainio.
http://www.wikidata.org/entity/Q980477	Hernán-Pérez estas municipo de Hispanio, en la provinco de Cáceres, regiono de Ekstremaduro.
http://www.wikidata.org/entity/Q3311502	Rayón estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto), kiu situas en norda Meksiko (sed sen limo al Usono).
http://www.wikidata.org/entity/Q1047255	La regiono Tombali estas unu el la (manka nombro) distriktoj de la (manka vorto).
http://www.wikidata.org/entity/Q1346637	Leave Home (angle:" (manka vorto) ") estas la dua muzikalbumo de la angla muzikgrupo The Ramones, publikigita en (jaro).
http://www.wikidata.org/entity/Q80954	Futani estas komunumo de Italio.
http://www.wikidata.org/entity/Q16156	Savigny-lès-Beaune estas franca komunumo situanta en departemento Côte-d'Or kaj en regiono Burgonjo-Franĉkonteo.
http://www.wikidata.org/entity/Q55003	Avella estas komunumo de Italio.
http://www.wikidata.org/entity/Q683920	Salm estas komunumo en Germanio.
http://www.wikidata.org/entity/Q52157	Melendugno estas komunumo de Italio.
http://www.wikidata.org/entity/Q163795	Valenciennes [(manka vorto)] estas franca komunumo kaj subprefektejo de la departemento Graflando Henegovio, en la regiono Francilio.
http://www.wikidata.org/entity/Q2898	La distrikto Rostock (germane: Landkreis) situas en la federacia lando Malsupra Saksio, en la nordokcidento de Germanio.
http://www.wikidata.org/entity/Q31818	Koltordulo estas genro de birdoj de la familio de Pegedoj.
http://www.wikidata.org/entity/Q702076	Schönfeld estas komunumo en Germanio.
http://www.wikidata.org/entity/Q1756612	Arceburgo estas brazila municipo de subŝtato Minas-Ĝerajso.
http://www.wikidata.org/entity/Q995429	Brzeg Dolny estas urbo en Grandpollando en Pollando.
http://www.wikidata.org/entity/Q195864	Dontreix estas franca komunumo lokita en la departemento Creuse kaj en la regiono Limoĝio.
http://www.wikidata.org/entity/Q508828	Aukštaitija estas unu el la (manka nombro) komunumoj de la meksika subŝtato (manka vorto).
http://www.wikidata.org/entity/Q139165	1437 Diomedo estas malbone konata asteroido de la ĉefa asteroida zono, malkovrita la (manka nombro) - an de aŭgusto (jaro) de la germana astronomo Karl Wilhelm Reinmuth elde la Nacia Observatorio de Hejdelbergo - Königstuhl. Ĝi ricevis la nomon de la (manka vorto) Diomedo.
http://www.wikidata.org/entity/Q574216	Brande-Hörnerkirchen estas komunumo en Germanio.
http://www.wikidata.org/entity/Q42780	Ningbo, ĉine (manka vorto) estas metropolo kaj universitata urbo en Ĉina Popola Respubliko.
http://www.wikidata.org/entity/Q6968	Erkrath estas komunumo en Germanio.
http://www.wikidata.org/entity/Q3825	Librevilo estas la plej granda urbo de Gabono.
http://www.wikidata.org/entity/Q582881	Győrújfalu [(manka vorto)] estas malgranda vilaĝo en Hungario, en regiono Suda Transdanubio, en departemento Somogy, en subregiono de Gy\u0151r.
http://www.wikidata.org/entity/Q16621	Meuilley estas franca komunumo situanta en departemento Côte-d'Or kaj en regiono Burgonjo-Franĉkonteo.
http://www.wikidata.org/entity/Q1049470	La Universitato de Waterloo (angle: Universitato de Waterloo) estas la plej granda (manka vorto) de Kanado.
http://www.wikidata.org/entity/Q8976	Ala di Stura estas komunumo de Italio.
http://www.wikidata.org/entity/Q22173	Cavallirio estas komunumo de Italio.
http://www.wikidata.org/entity/Q81107	Bühlertann estas komunumo en Germanio.
http://www.wikidata.org/entity/Q609713	Toprakkale estas urbo en (manka vorto) en Turkio.
http://www.wikidata.org/entity/Q3601	Calvignano estas komunumo de Italio.
http://www.wikidata.org/entity/Q679011	Varga ((manka vorto)) estas vilaĝo kun titolo vinvilaĝo en Hungario, en regiono Suda Transdanubio, en departemento Tolna, en subregiono de Fels\u0151egerszeg.
http://www.wikidata.org/entity/Q752181	La biosfera rezervejo Río Plátano estas unu el la plej grandaj (manka vorto) de la mondo.
http://www.wikidata.org/entity/Q16638	Villers-la-Faye estas franca komunumo situanta en departemento Côte-d'Or kaj en regiono Burgonjo-Franĉkonteo.
http://www.wikidata.org/entity/Q142981	1734 Zhongolovich estas malbone konata asteroido de la asteroida zono, malkovrita la (manka nombro) - an de oktobro (jaro) de la rusa astronomino Ljudmila Ivanovna Ĉerniĥ elde la Krimea astrofizika observatorio de Nauĉno en Ukrainio.
http://www.wikidata.org/entity/Q1808155	Vera Cruz estas municipo de la brazila subŝtato San-Paŭlio, kiu taksis (manka nombro) enloĝantojn en (jaro).
http://www.wikidata.org/entity/Q169907	La flago de Sao-Tomeo kaj Principeo estis adoptita la (manka nombro) - an de majo (jaro).
http://www.wikidata.org/entity/Q133550	Columbina estas genro de birdoj de la familio de Kolombenoj.
http://www.wikidata.org/entity/Q506123	Markersdorf estas komunumo en Germanio.
